id,home_id,home,home_code,away_id,away,away_code,h_score,a_score,date,stadium,round,world_cup,year,host,reasonWin
43950056,43822,Korea Republic,KOR,43954,Italy,ITA,2,1,18 Jun 2002 - 20:30 Local time,Daejeon World Cup Stadium,Round of 16,2002 FIFA World Cup Korea,2002,Korea,Win on Golden Goal
97410015,43969,Spain,ESP,43973,Ukraine,UKR,4,0,14 Jun 2006 - 15:00 Local time,Zentralstadion,Group matches - Group H,2006 FIFA World Cup Germany,2006,Germany,
739,43843,Algeria,ALG,43934,Austria,AUT,0,2,21 Jun 1982 - 17:15 Local time,Carlos Tartiere,Group matches - Group 2,1982 FIFA World Cup Spain,1982,Spain,
1219,43970,Sweden,SWE,43954,Italy,ITA,3,2,25 Jun 1950 - 15:00 Local time,Pacaembu,Group matches - Group 3,1950 FIFA World Cup Brazil,1950,Brazil,
2065,44023,Germany FR,FRG,43970,Sweden,SWE,4,2,30 Jun 1974 - 19:30 Local time,Rheinstadion,Second round - Group B,1974 FIFA World Cup Germany,1974,Germany FR,
1130,44025,Czechoslovakia,TCH,43948,Germany,GER,3,1,03 Jun 1934 - 16:30 Local time,Nazionale PNF,Semi-finals,1934 FIFA World Cup Italy,1934,Italy,
8741,43967,Scotland,SCO,43961,Norway,NOR,1,1,16 Jun 1998 - 17:30 Local time,Stade du Parc Lescure,Group matches - Group A,1998 FIFA World Cup France,1998,France,
43950040,43968,Slovenia,SVN,43928,Paraguay,PAR,1,3,12 Jun 2002 - 20:30 Local time,Jeju World Cup Stadium,Group matches - Group B,2002 FIFA World Cup Korea,2002,Korea,
97410042,43860,Ghana,GHA,43921,USA,USA,2,1,22 Jun 2006 - 16:00 Local time,Franken-Stadion,Group matches - Group E,2006 FIFA World Cup Germany,2006,Germany,
2198,43922,Argentina,ARG,43960,Netherlands,NED,3,1,25 Jun 1978 - 15:00 Local time,El Monumental - Estadio Monumental Antonio Vespuci,Final,1978 FIFA World Cup Argentina,1978,Argentina,Argentina win after extra time
152,43953,Republic of Ireland,IRL,43855,Egypt,EGY,0,0,17 Jun 1990 - 17:00 Local time,Della Favorita,Group matches - Group F,1990 FIFA World Cup Italy,1990,Italy,
1188,43924,Brazil,BRA,43971,Switzerland,SUI,2,2,28 Jun 1950 - 15:00 Local time,Pacaembu,Group matches - Group 1,1950 FIFA World Cup Brazil,1950,Brazil,
1472,43925,Chile,CHI,43954,Italy,ITA,2,0,02 Jun 1962 - 15:00 Local time,Nacional,Group matches - Group 2,1962 FIFA World Cup Chile,1962,Chile,
43950017,43948,Germany,GER,43953,Republic of Ireland,IRL,1,1,05 Jun 2002 - 20:30 Local time,Kashima Stadium,Group matches - Group E,2002 FIFA World Cup Korea,2002,Korea,
914,44023,Germany FR,FRG,43946,France,FRA,3,3,08 Jul 1982 - 21:00 Local time,Ramon Sanchez Pizjuan,Semi-finals,1982 FIFA World Cup Spain,1982,Spain,win on penalties (5 - 4)
43950060,43879,Senegal,SEN,43972,Turkey,TUR,0,1,22 Jun 2002 - 20:30 Local time,Osaka Nagai Stadium,Quarter-finals,2002 FIFA World Cup Korea,2002,Korea,Win on Golden Goal
3068,43970,Sweden,SWE,43965,Russia,RUS,3,1,24 Jun 1994 - 19:30 Local time,Pontiac Silverdome,Group matches - Group B,1994 FIFA World Cup USA,1994,USA,
1055,43962,Poland,POL,43929,Peru,PER,5,1,22 Jun 1982 - 17:15 Local time,Riazor,Group matches - Group 1,1982 FIFA World Cup Spain,1982,Spain,
575,44023,Germany FR,FRG,43911,Mexico,MEX,0,0,21 Jun 1986 - 16:00 Local time,Estadio Universitario,Quarter-finals,1986 FIFA World Cup Mexico,1986,Mexico,Germany FR win on penalties (4 - 1)
3087,43835,Saudi Arabia,KSA,43970,Sweden,SWE,1,3,03 Jul 1994 - 12:00 Local time,Cotton Bowl,Round of 16,1994 FIFA World Cup USA,1994,USA,
1813,43942,England,ENG,44025,Czechoslovakia,TCH,1,0,11 Jun 1970 - 16:00 Local time,Jalisco,Group matches - Group 3,1970 FIFA World Cup Mexico,1970,Mexico,
8761,43969,Spain,ESP,43936,Bulgaria,BUL,6,1,24 Jun 1998 - 21:00 Local time,Stade Felix Bollaert,Group matches - Group D,1998 FIFA World Cup France,1998,France,
300186485,43946,France,FRA,43948,Germany,GER,0,1,04 Jul 2014 - 13:00 Local time,Estadio do Maracana,Quarter-finals,2014 FIFA World Cup Brazil,2014,Brazil,
1239,43934,Austria,AUT,43930,Uruguay,URU,3,1,03 Jul 1954 - 17:00 Local time,Hardturm,Match for third place,1954 FIFA World Cup Switzerland,1954,Switzerland,
97410035,43970,Sweden,SWE,43942,England,ENG,2,2,20 Jun 2006 - 21:00 Local time,"FIFA World Cup Stadium, Cologne",Group matches - Group B,2006 FIFA World Cup Germany,2006,Germany,
43950037,43970,Sweden,SWE,43922,Argentina,ARG,1,1,12 Jun 2002 - 15:30 Local time,Miyagi Stadium,Group matches - Group F,2002 FIFA World Cup Korea,2002,Korea,
8736,43910,Jamaica,JAM,43938,Croatia,CRO,1,3,14 Jun 1998 - 21:00 Local time,Stade Felix Bollaert,Group matches - Group H,1998 FIFA World Cup France,1998,France,
522,43941,Denmark,DEN,43930,Uruguay,URU,6,1,08 Jun 1986 - 16:00 Local time,Neza,Group matches - Group E,1986 FIFA World Cup Mexico,1986,Mexico,
97410062,43963,Portugal,POR,43946,France,FRA,0,1,05 Jul 2006 - 21:00 Local time,"FIFA World Cup Stadium, Munich",Semi-finals,2006 FIFA World Cup Germany,2006,Germany,
922,43946,France,FRA,44025,Czechoslovakia,TCH,1,1,24 Jun 1982 - 17:15 Local time,Jose Zorrilla,Group matches - Group 4,1982 FIFA World Cup Spain,1982,Spain,
43950021,43970,Sweden,SWE,43876,Nigeria,NGA,2,1,07 Jun 2002 - 15:30 Local time,Kobe Wing Stadium,Group matches - Group F,2002 FIFA World Cup Korea,2002,Korea,
1151,43924,Brazil,BRA,43970,Sweden,SWE,4,2,19 Jun 1938 - 17:00 Local time,Stade du Parc Lescure,Match for third place,1938 FIFA World Cup France,1938,France,
1278,44023,Germany FR,FRG,43950,Hungary,HUN,3,2,04 Jul 1954 - 17:00 Local time,Wankdorf Stadium,Final,1954 FIFA World Cup Switzerland,1954,Switzerland,
2004,43925,Chile,CHI,44024,German DR,GDR,1,1,18 Jun 1974 - 19:30 Local time,Olympiastadion,Group matches - Group 1,1974 FIFA World Cup Germany,1974,Germany FR,
2454,43962,Poland,POL,43888,Tunisia,TUN,1,0,06 Jun 1978 - 16:45 Local time,Arroyito - Estadio Dr. Lisandro de la Torre,Group matches - Group 2,1978 FIFA World Cup Argentina,1978,Argentina,
300331539,43935,Belgium,BEL,43914,Panama,PAN,3,0,18 Jun 2018 - 18:00      Local time,Fisht Stadium,"First stage - Group G,",2018 FIFA World Cup Russia,2018,Russia,
2395,43967,Scotland,SCO,43960,Netherlands,NED,3,2,11 Jun 1978 - 16:45 Local time,San Martin,Group matches - Group 4,1978 FIFA World Cup Argentina,1978,Argentina,
8777,43948,Germany,GER,43911,Mexico,MEX,2,1,29 Jun 1998 - 16:30 Local time,La Mosson,Round of 16,1998 FIFA World Cup France,1998,France,
3091,43876,Nigeria,NGA,43954,Italy,ITA,1,2,05 Jul 1994 - 13:00 Local time,Foxboro Stadium,Round of 16,1994 FIFA World Cup USA,1994,USA,Italy win after extra time
1106,43934,Austria,AUT,43950,Hungary,HUN,2,1,31 May 1934 - 16:30 Local time,Littorale,Quarter-finals,1934 FIFA World Cup Italy,1934,Italy,
300186493,43948,Germany,GER,43860,Ghana,GHA,2,2,21 Jun 2014 - 16:00 Local time,Estadio Castelao,First stage - Group G,2014 FIFA World Cup Brazil,2014,Brazil,
1385,43946,France,FRA,43952,Northern Ireland,NIR,4,0,19 Jun 1958 - 19:00 Local time,Idrottsparken,Quarter-finals,1958 FIFA World Cup Sweden,1958,Sweden,
97410023,43911,Mexico,MEX,43844,Angola,ANG,0,0,16 Jun 2006 - 21:00 Local time,"FIFA World Cup Stadium, Hanover",Group matches - Group D,2006 FIFA World Cup Germany,2006,Germany,
1192,43942,England,ENG,43925,Chile,CHI,2,0,25 Jun 1950 - 15:00 Local time,'Maracanã - Estádio Jornalista Mário Filho,Group matches - Group 2,1950 FIFA World Cup Brazil,1950,Brazil,
774,43935,Belgium,BEL,43904,El Salvador,SLV,1,0,19 Jun 1982 - 21:00 Local time,Nuevo Estadio,Group matches - Group 3,1982 FIFA World Cup Spain,1982,Spain,
300331515,43922,Argentina,ARG,43951,Iceland,ISL,1,1,16 Jun 2018 - 16:00      Local time,Spartak Stadium,"First stage - Group D,",2018 FIFA World Cup Russia,2018,Russia,
97410058,43954,Italy,ITA,43973,Ukraine,UKR,3,0,30 Jun 2006 - 21:00 Local time,"FIFA World Cup Stadium, Hamburg",Quarter-finals,2006 FIFA World Cup Germany,2006,Germany,
2182,43970,Sweden,SWE,43975,Yugoslavia,YUG,2,1,03 Jul 1974 - 19:30 Local time,Rheinstadion,Second round - Group B,1974 FIFA World Cup Germany,1974,Germany FR,
1983,43960,Netherlands,NED,43924,Brazil,BRA,2,0,03 Jul 1974 - 19:30 Local time,Westfalenstadion,Second round - Group A,1974 FIFA World Cup Germany,1974,Germany FR,
959,43909,Honduras,HON,43952,Northern Ireland,NIR,1,1,21 Jun 1982 - 21:00 Local time,La Romareda,Group matches - Group 5,1982 FIFA World Cup Spain,1982,Spain,
300061470,43948,Germany,GER,1902465,Serbia,SRB,0,1,18 Jun 2010 - 13:30 Local time,Port Elizabeth Stadium,First stage - Group D,2010 FIFA World Cup South Africa,2010,South Africa,
3052,43954,Italy,ITA,43953,Republic of Ireland,IRL,0,1,18 Jun 1994 - 16:00 Local time,Giants Stadium,Group matches - Group E,1994 FIFA World Cup USA,1994,USA,
300331542,43926,Colombia,COL,43942,England,ENG,,,03 Jul 2018 - 21:00      Local time,Spartak Stadium,"Round of 16,",2018 FIFA World Cup Russia,2018,Russia,
1653,43930,Uruguay,URU,43946,France,FRA,2,1,15 Jul 1966 - 19:30 Local time,White City,Group matches - Group 1,1966 FIFA World Cup England,1966,England,
300186515,43927,Ecuador,ECU,43946,France,FRA,0,0,25 Jun 2014 - 17:00 Local time,Estadio do Maracana,First stage - Group E,2014 FIFA World Cup Brazil,2014,Brazil,
1995,43970,Sweden,SWE,43936,Bulgaria,BUL,0,0,15 Jun 1974 - 16:00 Local time,Rheinstadion,Group matches - Group 3,1974 FIFA World Cup Germany,1974,Germany FR,
300111113,43960,Netherlands,NED,44002,Slovakia,SVK,2,1,28 Jun 2010 - 16:00 Local time,Durban Stadium,Round of 16,2010 FIFA World Cup South Africa,2010,South Africa,
1096,43946,France,FRA,43911,Mexico,MEX,4,1,13 Jul 1930 - 15:00 Local time,Pocitos,Group matches - Group 1,1930 FIFA World Cup Uruguay,1930,Uruguay,
300061489,43854,Côte d'Ivoire,CIV,43963,Portugal,POR,0,0,15 Jun 2010 - 16:00 Local time,Port Elizabeth Stadium,First stage - Group G,2010 FIFA World Cup South Africa,2010,South Africa,
300061466,43942,England,ENG,43921,USA,USA,1,1,12 Jun 2010 - 20:30 Local time,Royal Bafokeng Stadium,First stage - Group C,2010 FIFA World Cup South Africa,2010,South Africa,
300331554,43888,Tunisia,TUN,43942,England,ENG,1,2,18 Jun 2018 - 21:00      Local time,Volgograd Arena,"First stage - Group G,",2018 FIFA World Cup Russia,2018,Russia,
97410019,43942,England,ENG,43920,Trinidad and Tobago,TRI,2,0,15 Jun 2006 - 18:00 Local time,Franken-Stadion,Group matches - Group B,2006 FIFA World Cup Germany,2006,Germany,
300186503,43922,Argentina,ARG,43971,Switzerland,SUI,1,0,01 Jul 2014 - 13:00 Local time,Arena de Sao Paulo,Round of 16,2014 FIFA World Cup Brazil,2014,Brazil,Argentina win after extra time
2252,43924,Brazil,BRA,43962,Poland,POL,3,1,21 Jun 1978 - 16:45 Local time,San Martin,Second round - Group B,1978 FIFA World Cup Argentina,1978,Argentina,
300331503,43965,Russia,RUS,43835,Saudi Arabia,KSA,5,0,14 Jun 2018 - 18:00      Local time,Luzhniki Stadium,"First stage - Group A,",2018 FIFA World Cup Russia,2018,Russia,
627,43818,Iraq,IRQ,43911,Mexico,MEX,0,1,11 Jun 1986 - 12:00 Local time,Estadio Azteca,Group matches - Group B,1986 FIFA World Cup Mexico,1986,Mexico,
43950010,43924,Brazil,BRA,43972,Turkey,TUR,2,1,03 Jun 2002 - 18:00 Local time,Munsu Football Stadium,Group matches - Group C,2002 FIFA World Cup Korea,2002,Korea,
1475,43925,Chile,CHI,43975,Yugoslavia,YUG,1,0,16 Jun 1962 - 14:30 Local time,Nacional,Match for third place,1962 FIFA World Cup Chile,1962,Chile,
440,43924,Brazil,BRA,43946,France,FRA,1,1,21 Jun 1986 - 12:00 Local time,Jalisco,Quarter-finals,1986 FIFA World Cup Mexico,1986,Mexico,France win on penalties (3 - 4)
300331508,43962,Poland,POL,43926,Colombia,COL,0,3,24 Jun 2018 - 21:00      Local time,Kazan Arena,"First stage - Group H,",2018 FIFA World Cup Russia,2018,Russia,
2170,43962,Poland,POL,43975,Yugoslavia,YUG,2,1,30 Jun 1974 - 16:00 Local time,Waldstadion,Second round - Group B,1974 FIFA World Cup Germany,1974,Germany FR,
97410045,43887,Togo,TOG,43946,France,FRA,0,2,23 Jun 2006 - 21:00 Local time,"FIFA World Cup Stadium, Cologne",Group matches - Group G,2006 FIFA World Cup Germany,2006,Germany,
1249,43924,Brazil,BRA,43911,Mexico,MEX,5,0,16 Jun 1954 - 18:00 Local time,Charmilles,Group matches - Group 1,1954 FIFA World Cup Switzerland,1954,Switzerland,
8746,43883,South Africa,RSA,43941,Denmark,DEN,1,1,18 Jun 1998 - 17:30 Local time,Stade Municipal,Group matches - Group C,1998 FIFA World Cup France,1998,France,
102,43849,Cameroon,CMR,43926,Colombia,COL,2,1,23 Jun 1990 - 17:00 Local time,San Paolo,Round of 16,1990 FIFA World Cup Italy,1990,Italy,Cameroon win after extra time
300061482,43954,Italy,ITA,43978,New Zealand,NZL,1,1,20 Jun 2010 - 16:00 Local time,Mbombela Stadium,First stage - Group F,2010 FIFA World Cup South Africa,2010,South Africa,
1422,43952,Northern Ireland,NIR,44025,Czechoslovakia,TCH,2,1,17 Jun 1958 - 19:00 Local time,Malmo Stadion,Group matches - Group 1,1958 FIFA World Cup Sweden,1958,Sweden,Northern Ireland win after extra time
43950047,43963,Portugal,POR,43822,Korea Republic,KOR,0,1,14 Jun 2002 - 20:30 Local time,Incheon Football Stadium,Group matches - Group D,2002 FIFA World Cup Korea,2002,Korea,
97410012,43976,Australia,AUS,43819,Japan,JPN,3,1,12 Jun 2006 - 15:00 Local time,Fritz-Walter-Stadion,Group matches - Group F,2006 FIFA World Cup Germany,2006,Germany,
2062,44024,German DR,GDR,44023,Germany FR,FRG,1,0,22 Jun 1974 - 19:30 Local time,Volksparkstadion,Group matches - Group 1,1974 FIFA World Cup Germany,1974,Germany FR,
300186508,43960,Netherlands,NED,43911,Mexico,MEX,2,1,29 Jun 2014 - 13:00 Local time,Estadio Castelao,Round of 16,2014 FIFA World Cup Brazil,2014,Brazil,
300061494,43969,Spain,ESP,43909,Honduras,HON,2,0,21 Jun 2010 - 20:30 Local time,Ellis Park Stadium,First stage - Group H,2010 FIFA World Cup South Africa,2010,South Africa,
114,44023,Germany FR,FRG,43926,Colombia,COL,1,1,19 Jun 1990 - 17:00 Local time,Giuseppe Meazza,Group matches - Group D,1990 FIFA World Cup Italy,1990,Italy,
8750,43935,Belgium,BEL,43911,Mexico,MEX,2,2,20 Jun 1998 - 17:30 Local time,Stade du Parc Lescure,Group matches - Group E,1998 FIFA World Cup France,1998,France,
43950051,43970,Sweden,SWE,43879,Senegal,SEN,1,2,16 Jun 2002 - 15:30 Local time,Oita Stadium Big Eye,Round of 16,2002 FIFA World Cup Korea,2002,Korea,Win on Golden Goal
1434,43975,Yugoslavia,YUG,43967,Scotland,SCO,1,1,08 Jun 1958 - 19:00 Local time,Arosvallen,Group matches - Group 2,1958 FIFA World Cup Sweden,1958,Sweden,
3059,43922,Argentina,ARG,43949,Greece,GRE,4,0,21 Jun 1994 - 12:30 Local time,Foxboro Stadium,Group matches - Group D,1994 FIFA World Cup USA,1994,USA,
300331549,43822,Korea Republic,KOR,43911,Mexico,MEX,1,2,23 Jun 2018 - 18:00      Local time,Rostov Arena,"First stage - Group F,",2018 FIFA World Cup Russia,2018,Russia,
97410004,43920,Trinidad and Tobago,TRI,43970,Sweden,SWE,0,0,10 Jun 2006 - 18:00 Local time,"FIFA World Cup Stadium, Dortmund",Group matches - Group B,2006 FIFA World Cup Germany,2006,Germany,
378,43843,Algeria,ALG,43969,Spain,ESP,0,3,12 Jun 1986 - 12:00 Local time,Tecnologico,Group matches - Group D,1986 FIFA World Cup Mexico,1986,Mexico,
1208,43969,Spain,ESP,43921,USA,USA,3,1,25 Jun 1950 - 15:00 Local time,Durival de Brito,Group matches - Group 2,1950 FIFA World Cup Brazil,1950,Brazil,
1176,43950,Hungary,HUN,43970,Sweden,SWE,5,1,16 Jun 1938 - 18:00 Local time,Parc des Princes,Semi-finals,1938 FIFA World Cup France,1938,France,
1199,43969,Spain,ESP,43942,England,ENG,1,0,02 Jul 1950 - 15:00 Local time,'Maracanã - Estádio Jornalista Mário Filho,Group matches - Group 2,1950 FIFA World Cup Brazil,1950,Brazil,
1463,43924,Brazil,BRA,44025,Czechoslovakia,TCH,3,1,17 Jun 1962 - 14:30 Local time,Nacional,Final,1962 FIFA World Cup Chile,1962,Chile,
43950006,43928,Paraguay,PAR,43883,South Africa,RSA,2,2,02 Jun 2002 - 16:30 Local time,Busan Asiad Main Stadium,Group matches - Group B,2002 FIFA World Cup Korea,2002,Korea,
97410053,43954,Italy,ITA,43976,Australia,AUS,1,0,26 Jun 2006 - 17:00 Local time,Fritz-Walter-Stadion,Round of 16,2006 FIFA World Cup Germany,2006,Germany,
790,43924,Brazil,BRA,43967,Scotland,SCO,4,1,18 Jun 1982 - 21:00 Local time,Benito Villamarin,Group matches - Group 6,1982 FIFA World Cup Spain,1982,Spain,
300061457,43949,Greece,GRE,43876,Nigeria,NGA,2,1,17 Jun 2010 - 16:00 Local time,Free State Stadium,First stage - Group B,2010 FIFA World Cup South Africa,2010,South Africa,
3075,43923,Bolivia,BOL,43969,Spain,ESP,1,3,27 Jun 1994 - 16:00 Local time,Soldier Field,Group matches - Group C,1994 FIFA World Cup USA,1994,USA,
1418,43911,Mexico,MEX,43974,Wales,WAL,1,1,11 Jun 1958 - 19:00 Local time,Rasunda Stadium,Group matches - Group 3,1958 FIFA World Cup Sweden,1958,Sweden,
300061512,43930,Uruguay,URU,43960,Netherlands,NED,2,3,06 Jul 2010 - 20:30 Local time,Cape Town Stadium,Semi-finals,2010 FIFA World Cup South Africa,2010,South Africa,
568,43954,Italy,ITA,43946,France,FRA,0,2,17 Jun 1986 - 12:00 Local time,Estadio Olímpico Universitario,Round of 16,1986 FIFA World Cup Mexico,1986,Mexico,
2408,43967,Scotland,SCO,43817,Iran,IRN,1,1,07 Jun 1978 - 16:45 Local time,Estadio Olímpico Chateau Carreras,Group matches - Group 4,1978 FIFA World Cup Argentina,1978,Argentina,
300186498,43969,Spain,ESP,43925,Chile,CHI,0,2,18 Jun 2014 - 16:00 Local time,Estadio do Maracana,First stage - Group B,2014 FIFA World Cup Brazil,2014,Brazil,
300186477,43922,Argentina,ARG,44037,Bosnia and Herzegovina,BIH,2,1,15 Jun 2014 - 19:00 Local time,Estadio do Maracana,First stage - Group F,2014 FIFA World Cup Brazil,2014,Brazil,
97410028,43819,Japan,JPN,43938,Croatia,CRO,0,0,18 Jun 2006 - 15:00 Local time,Franken-Stadion,Group matches - Group F,2006 FIFA World Cup Germany,2006,Germany,
180,43930,Uruguay,URU,43969,Spain,ESP,0,0,13 Jun 1990 - 17:00 Local time,Friuli,Group matches - Group E,1990 FIFA World Cup Italy,1990,Italy,
300331532,43822,Korea Republic,KOR,43948,Germany,GER,2,0,27 Jun 2018 - 17:00      Local time,Kazan Arena,"First stage - Group F,",2018 FIFA World Cup Russia,2018,Russia,
300331498,43938,Croatia,CRO,43941,Denmark,DEN,,,01 Jul 2018 - 21:00      Local time,Nizhny Novgorod Stadium,"Round of 16,",2018 FIFA World Cup Russia,2018,Russia,
753,43954,Italy,ITA,43922,Argentina,ARG,2,1,29 Jun 1982 - 17:15 Local time,Sarria,Second round - Group 3,1982 FIFA World Cup Spain,1982,Spain,
1459,43924,Brazil,BRA,43942,England,ENG,3,1,10 Jun 1962 - 14:30 Local time,Estadio Sausalito,Quarter-finals,1962 FIFA World Cup Chile,1962,Chile,
196,44023,Germany FR,FRG,43960,Netherlands,NED,2,1,24 Jun 1990 - 21:00 Local time,Giuseppe Meazza,Round of 16,1990 FIFA World Cup Italy,1990,Italy,
1635,43942,England,ENG,43963,Portugal,POR,2,1,26 Jul 1966 - 19:30 Local time,Wembley Stadium,Semi-finals,1966 FIFA World Cup England,1966,England,
1770,43924,Brazil,BRA,44025,Czechoslovakia,TCH,4,1,03 Jun 1970 - 16:00 Local time,Jalisco,Group matches - Group 3,1970 FIFA World Cup Mexico,1970,Mexico,
300331524,43963,Portugal,POR,43969,Spain,ESP,3,3,15 Jun 2018 - 21:00      Local time,Fisht Stadium,"First stage - Group B,",2018 FIFA World Cup Russia,2018,Russia,
8785,43924,Brazil,BRA,43960,Netherlands,NED,1,1,07 Jul 1998 - 21:00 Local time,Stade Vélodrome,Semi-finals,1998 FIFA World Cup France,1998,France,win on penalties (4 - 2)
2388,43960,Netherlands,NED,43817,Iran,IRN,3,0,03 Jun 1978 - 16:45 Local time,San Martin,Group matches - Group 4,1978 FIFA World Cup Argentina,1978,Argentina,
3063,43921,USA,USA,43926,Colombia,COL,2,1,22 Jun 1994 - 19:30 Local time,Rose Bowl,Group matches - Group A,1994 FIFA World Cup USA,1994,USA,
300061504,43930,Uruguay,URU,43822,Korea Republic,KOR,2,1,26 Jun 2010 - 16:00 Local time,Port Elizabeth Stadium,Round of 16,2010 FIFA World Cup South Africa,2010,South Africa,
300186461,43924,Brazil,BRA,43926,Colombia,COL,2,1,04 Jul 2014 - 17:00 Local time,Estadio Castelao,Quarter-finals,2014 FIFA World Cup Brazil,2014,Brazil,
342,44026,Soviet Union,URS,43964,Romania,ROU,0,2,09 Jun 1990 - 17:00 Local time,Stadio San Nicola,Group matches - Group B,1990 FIFA World Cup Italy,1990,Italy,
712,43967,Scotland,SCO,43930,Uruguay,URU,0,0,13 Jun 1986 - 12:00 Local time,Neza,Group matches - Group E,1986 FIFA World Cup Mexico,1986,Mexico,
1300,43971,Switzerland,SUI,43954,Italy,ITA,2,1,17 Jun 1954 - 17:50 Local time,La Pontaise,Group matches - Group 4,1954 FIFA World Cup Switzerland,1954,Switzerland,
97410049,43948,Germany,GER,43970,Sweden,SWE,2,0,24 Jun 2006 - 17:00 Local time,"FIFA World Cup Stadium, Munich",Round of 16,2006 FIFA World Cup Germany,2006,Germany,
159,44023,Germany FR,FRG,43942,England,ENG,1,1,04 Jul 1990 - 20:00 Local time,Stadio delle Alpi,Semi-finals,1990 FIFA World Cup Italy,1990,Italy,win on penalties (4 - 3)
1479,43930,Uruguay,URU,43926,Colombia,COL,2,1,30 May 1962 - 15:00 Local time,Carlos Dittborn,Group matches - Group 1,1962 FIFA World Cup Chile,1962,Chile,
1880,43970,Sweden,SWE,43984,Israel,ISR,1,1,07 Jun 1970 - 12:00 Local time,Luis Dosal,Group matches - Group 2,1970 FIFA World Cup Mexico,1970,Mexico,
300331553,43879,Senegal,SEN,43926,Colombia,COL,,,28 Jun 2018 - 18:00      Local time,Samara Arena,"First stage - Group H,",2018 FIFA World Cup Russia,2018,Russia,
300186504,43922,Argentina,ARG,43935,Belgium,BEL,1,0,05 Jul 2014 - 13:00 Local time,Estadio Nacional,Quarter-finals,2014 FIFA World Cup Brazil,2014,Brazil,
1091,43924,Brazil,BRA,43923,Bolivia,BOL,4,0,20 Jul 1930 - 13:00 Local time,Estadio Centenario,Group matches - Group 2,1930 FIFA World Cup Uruguay,1930,Uruguay,
300111114,43948,Germany,GER,43969,Spain,ESP,0,1,07 Jul 2010 - 20:30 Local time,Durban Stadium,Semi-finals,2010 FIFA World Cup South Africa,2010,South Africa,
56,43935,Belgium,BEL,43969,Spain,ESP,1,2,21 Jun 1990 - 17:00 Local time,Marc Antonio Bentegodi,Group matches - Group E,1990 FIFA World Cup Italy,1990,Italy,
2347,43954,Italy,ITA,43946,France,FRA,2,1,02 Jun 1978 - 13:45 Local time,Estadio José María Minella,Group matches - Group 1,1978 FIFA World Cup Argentina,1978,Argentina,
1838,43954,Italy,ITA,44023,Germany FR,FRG,4,3,17 Jun 1970 - 16:00 Local time,Estadio Azteca,Semi-finals,1970 FIFA World Cup Mexico,1970,Mexico,Italy win after extra time
2202,43922,Argentina,ARG,43962,Poland,POL,2,0,14 Jun 1978 - 19:15 Local time,Arroyito - Estadio Dr. Lisandro de la Torre,Second round - Group B,1978 FIFA World Cup Argentina,1978,Argentina,
300061461,43921,USA,USA,43843,Algeria,ALG,1,0,23 Jun 2010 - 16:00 Local time,Loftus Versfeld Stadium,First stage - Group C,2010 FIFA World Cup South Africa,2010,South Africa,
300186457,43819,Japan,JPN,43926,Colombia,COL,1,4,24 Jun 2014 - 16:00 Local time,Arena Pantanal,First stage - Group C,2014 FIFA World Cup Brazil,2014,Brazil,
97410008,43844,Angola,ANG,43963,Portugal,POR,0,1,11 Jun 2006 - 21:00 Local time,"FIFA World Cup Stadium, Cologne",Group matches - Group D,2006 FIFA World Cup Germany,2006,Germany,
300331545,43962,Poland,POL,43879,Senegal,SEN,1,2,19 Jun 2018 - 18:00      Local time,Spartak Stadium,"First stage - Group H,",2018 FIFA World Cup Russia,2018,Russia,
2097,43960,Netherlands,NED,43970,Sweden,SWE,0,0,19 Jun 1974 - 19:30 Local time,Westfalenstadion,Group matches - Group 3,1974 FIFA World Cup Germany,1974,Germany FR,
300186512,43860,Ghana,GHA,43921,USA,USA,1,2,16 Jun 2014 - 19:00 Local time,Estadio das Dunas,First stage - Group G,2014 FIFA World Cup Brazil,2014,Brazil,
2351,44023,Germany FR,FRG,43962,Poland,POL,0,0,01 Jun 1978 - 15:00 Local time,El Monumental - Estadio Monumental Antonio Vespuci,Group matches - Group 2,1978 FIFA World Cup Argentina,1978,Argentina,
1984,43924,Brazil,BRA,43962,Poland,POL,0,1,06 Jul 1974 - 16:00 Local time,Olympiastadion,Match for third place,1974 FIFA World Cup Germany,1974,Germany FR,
300061498,43969,Spain,ESP,43963,Portugal,POR,1,0,29 Jun 2010 - 20:30 Local time,Cape Town Stadium,Round of 16,2010 FIFA World Cup South Africa,2010,South Africa,
1087,43930,Uruguay,URU,43922,Argentina,ARG,4,2,30 Jul 1930 - 14:15 Local time,Estadio Centenario,Final,1930 FIFA World Cup Uruguay,1930,Uruguay,
300061477,43819,Japan,JPN,43849,Cameroon,CMR,1,0,14 Jun 2010 - 16:00 Local time,Free State Stadium,First stage - Group E,2010 FIFA World Cup South Africa,2010,South Africa,
3055,43961,Norway,NOR,43911,Mexico,MEX,1,0,19 Jun 1994 - 16:00 Local time,RFK Stadium,Group matches - Group E,1994 FIFA World Cup USA,1994,USA,
1438,43970,Sweden,SWE,43974,Wales,WAL,0,0,15 Jun 1958 - 14:00 Local time,Rasunda Stadium,Group matches - Group 3,1958 FIFA World Cup Sweden,1958,Sweden,
300331512,43941,Denmark,DEN,43946,France,FRA,0,0,26 Jun 2018 - 17:00      Local time,Luzhniki Stadium,"First stage - Group C,",2018 FIFA World Cup Russia,2018,Russia,
